path,category,size_bytes,loc,auth_flag,ai_flag,db_flag,payment_flag,purpose,exports,imports,core_logic,typescript_interfaces,side_effects,lifecycle,internal_dependencies,used_by_other_files,ui_rendering_details,code_quality_notes
Learn_English/components/VocabularyBooster.tsx,learning-content,124983,2531,false,true,false,false,"import React, { useState, useEffect, useRef, useCallback } from 'react';",none-detected,react; next/navigation; ../types,React component rendering,VocabularyWord; VocabularyCategory; ReplacementPair; GDPhrase; PowerPhrase; VoicePracticeItem; VoicePracticeChapter; GDTemplate,yes,n/a,none-detected,n/a,n/a,typed
Learn_English/components/VoiceAgent.tsx,learning-content,43290,858,false,true,true,false,"import React, { useState, useEffect, useRef, useCallback, useMemo } from 'react';",none-detected,react; next/navigation; @google/genai; ../types; ../constants; ../../src/contexts/ThemeContext,React component rendering,none-detected,yes,n/a,none-detected,n/a,n/a,typed
Learn_English/constants.ts,learning-content,21042,496,false,true,true,false,"import { ModuleType, ProficiencyLevel, UserProfile, LevelProgress } from './types';",SYSTEM_INSTRUCTIONS; INITIAL_LEARNING_PATH; INITIAL_HR_LEARNING_PATH; INITIAL_GD_LEARNING_PATH; INITIAL_USER,./types,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
Learn_English/index.html,learning-content,1674,56,false,true,false,false,<!DOCTYPE html>,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
Learn_English/index.tsx,learning-content,351,17,false,false,false,false,import React from 'react';,none-detected,react; react-dom/client; ./App,React component rendering,none-detected,yes,n/a,none-detected,n/a,n/a,needs stronger typing review
Learn_English/metadata.json,learning-content,323,8,false,true,false,false,{,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
Learn_English/package-lock.json,learning-content,113604,3222,true,true,false,false,{,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
Learn_English/package.json,learning-content,575,26,false,true,false,false,{,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
Learn_English/tsconfig.json,learning-content,542,29,false,false,false,false,{,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
Learn_English/types.ts,learning-content,3617,147,false,true,false,true,export enum ModuleType {,UserScores; Mistake; QAPair; InterviewQA; SessionRecord; Lesson; LevelProgress; UserProfile,none-detected,module utilities,UserScores; Mistake; QAPair; to; InterviewQA; SessionRecord; Lesson; LevelProgress,no,n/a,none-detected,n/a,n/a,n/a
README.md,documentation,1387,64,true,true,true,true,# Fluenzy AI,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
System Architecture/Fluenzy AI - Multi-Channel Application Architecture.svg,architecture-diagram,74838,1,true,true,true,true,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" contentStyleType=""text/css"" data-diag",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
System Architecture/Untitled diagram-2026-02-08-221034.svg,architecture-diagram,174803,102,true,true,false,false,"<svg id=""export-svg"" width=""100%"" xmlns=""http://www.w3.org/2000/svg"" class=""flowchart"" style=""max-width: 2821.1px; backg",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
System Architecture/d2.svg,architecture-diagram,78198,124,true,true,false,false,"<?xml version=""1.0"" encoding=""utf-8""?><svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink""",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
System Architecture/docs_SystemArchitecture.jsx,architecture-diagram,9001,289,true,true,true,true,import React from 'react';,none-detected,react,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
System Architecture/docs_system-architecture-ascii.txt,architecture-diagram,46921,457,true,true,true,true,================================================================================,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
System Architecture/docs_system-architecture.d2,architecture-diagram,5544,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
System Architecture/docs_system-architecture.mmd,architecture-diagram,5760,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
System Architecture/docs_system-architecture.puml,architecture-diagram,5178,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
backend/.gitignore,python-backend,751,83,false,false,true,false,# Python,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
backend/.python-version,python-backend,8,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
backend/behavioral_analysis.py,python-backend,20852,561,false,true,false,false,"""""""",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
backend/main.py,python-backend,28076,819,false,true,true,false,"""""""",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
backend/models/audio/__init__.py,python-backend,35,2,false,false,false,false,"""""""Audio module initialization.""""""",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
backend/models/audio/speech_to_text.py,python-backend,13804,335,false,true,true,false,"""""""",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
backend/models/audio/speech_to_text_windows.py,python-backend,7923,198,false,true,false,false,"""""""",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
backend/models/audio/temp_tts.mp3,python-backend,43930,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
backend/models/audio/text_to_speech.py,python-backend,8652,236,false,true,false,false,"""""""",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
backend/models/audio/wake_word.py,python-backend,3235,112,false,true,false,false,"""""""",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
backend/render.yaml,python-backend,305,13,false,true,false,false,services:,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
backend/requirements.txt,python-backend,419,22,false,true,false,false,--extra-index-url https://download.pytorch.org/whl/cpu,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
backend/runtime.txt,python-backend,13,1,false,false,false,false,python-3.11.9,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
backend/setup_venv.py,python-backend,3956,110,false,true,false,false,#!/usr/bin/env python3,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
build.log,project-file,576,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
components.json,project-file,431,22,false,true,true,false,{,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
next.config.ts,project-file,1555,56,false,true,false,false,"import type { NextConfig } from ""next"";",none-detected,next,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
package-lock.json,project-file,395161,10736,true,true,true,true,{,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
package.json,project-file,4199,124,true,true,true,true,{,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
postcss.config.mjs,project-file,81,6,false,true,false,false,const config = {,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
prisma/schema.prisma,database-schema,102720,3166,true,true,true,true,generator client {,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
public/Fluenzy AI HireLens/HireLens1.jpg,static-asset,174085,0,false,true,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/Fluenzy AI HireLens/HireLens2.jpg,static-asset,147863,0,false,true,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/Fluenzy AI HireLens/HireLens3.jpg,static-asset,138975,0,false,true,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/Fluenzy AI HireLens/HireLens4.jpg,static-asset,679090,0,false,true,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/Fluenzy AI HireLens/HireLens41.jpg,static-asset,100317,0,false,true,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/Fluenzy AI HireLens/HireLens5.jpg,static-asset,432714,0,false,true,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/Fluenzy AI HireLens/HireLens51.jpg,static-asset,62380,0,false,true,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/android-chrome-192x192.png,static-asset,24234,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/android-chrome-512x512.png,static-asset,113469,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/apple-touch-icon.png,static-asset,21786,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/favicon-16x16.png,static-asset,709,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/favicon-32x32.png,static-asset,1691,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/favicon.ico,static-asset,15406,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/favicon.ico.backup,static-asset,732,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/favicon.png,static-asset,732,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/file.svg,static-asset,391,1,false,false,false,false,"<svg fill=""none"" viewBox=""0 0 16 16"" xmlns=""http://www.w3.org/2000/svg""><path d=""M14.5 13.5V5.41a1 1 0 0 0-.3-.7L9.8.29A",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
public/favicon/globe.svg,static-asset,1035,1,false,false,false,false,"<svg fill=""none"" xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 16 16""><g clip-path=""url(#a)""><path fill-rule=""evenodd""",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
public/favicon/manifest.json,static-asset,1660,39,false,true,false,false,{,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
public/favicon/next.svg,static-asset,1375,1,false,false,false,false,"<svg xmlns=""http://www.w3.org/2000/svg"" fill=""none"" viewBox=""0 0 394 80""><path fill=""#000"" d=""M262 0h68.5v12.7h-27.2v66.",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
public/favicon/robots.txt,static-asset,70,4,false,true,false,false,User-agent: *,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
public/favicon/site.webmanifest,static-asset,263,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/sw.js,static-asset,4273,141,true,true,false,false,// FluenzyAI Service Worker v2.0,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
public/favicon/vercel.svg,static-asset,128,1,false,false,false,false,"<svg fill=""none"" xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 1155 1000""><path d=""m577.3 0 577.4 1000H0z"" fill=""#fff""",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
public/favicon/white-removebg-preview1 copy.png,static-asset,18506,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/white-removebg-preview1.png,static-asset,18506,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/favicon/window.svg,static-asset,385,1,false,false,false,false,"<svg fill=""none"" xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 16 16""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
public/favicon/wthem.png,static-asset,121958,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/image/Gemini_Generated_Image_fwzyaofwzyaofwzy.png,static-asset,1425079,0,false,true,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/image/img.png,static-asset,1951511,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/image/white-removebg-preview.png,static-asset,28434,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/manifest.json,static-asset,1524,37,false,true,false,false,{,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
public/uploads/avatars/69104ac2a2a6510ceaf69ebb/1769635616763-pixora-1764755680756.jpg,static-asset,56060,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/uploads/certificates/69104ac2a2a6510ceaf69ebb/1769634008169-pixora-1764755680756.jpg,static-asset,56060,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/uploads/certificates/69104ac2a2a6510ceaf69ebb/1769634267566-1748417485145.pdf,static-asset,3002768,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/uploads/certificates/69104ac2a2a6510ceaf69ebb/1769701979681-1748417485145.pdf,static-asset,3002768,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/uploads/certificates/69104ac2a2a6510ceaf69ebb/1769702363863-1748417485145.pdf,static-asset,3002768,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
public/uploads/resumes/69104ac2a2a6510ceaf69ebb/1769627215072-all_in_one_anjha1_one_page.pdf,static-asset,230402,0,false,false,false,false,,none-detected,none-detected,n/a,none-detected,n/a,n/a,none-detected,n/a,n/a,n/a
runtime.txt,project-file,15,3,false,false,false,false,python-3.11.9,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
scripts/chk.js,project-file,714,13,false,true,false,false,"﻿const src = require('fs').readFileSync('src/lib/ats-engine.ts', 'utf8');",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
scripts/create-super-admin.js,project-file,1566,59,true,true,true,false,require('dotenv').config();,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
scripts/fix-company-member-null-tokens.ts,project-file,1522,51,false,true,true,false,const { PrismaClient } = require('@prisma/client');,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
scripts/fix-companymember-duplicates.ts,project-file,1981,75,false,true,true,false,const { PrismaClient } = require('@prisma/client');,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
scripts/fix-jobsearchsaved-duplicates.ts,project-file,1791,73,false,true,true,false,const { PrismaClient } = require('@prisma/client');,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
scripts/fix-monthly-usage-duplicates.ts,project-file,2068,78,false,true,true,true,const { PrismaClient } = require('@prisma/client');,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
scripts/fix3.mjs,project-file,1460,40,false,false,false,false,﻿import fs from 'fs';,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
scripts/fix4.mjs,project-file,2180,64,false,true,false,false,﻿import fs from 'fs';,parseResume,mammoth,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
scripts/fix5.js,project-file,1054,27,false,false,false,false,"﻿const fs = require(""fs"");",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
scripts/fix6.js,project-file,2510,63,false,true,false,false,"﻿const fs = require(""fs"");",none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
scripts/generate-flulogo-icons.js,project-file,933,34,false,true,false,false,const sharp = require('sharp');,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
scripts/generate-pwa-icons.js,project-file,891,32,false,true,false,false,/**,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
scripts/make-super-admin.js,project-file,757,34,false,true,true,false,require('dotenv').config();,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
scripts/patch-ats-engine-2.mjs,project-file,3828,86,false,true,false,false,﻿import fs from 'fs';,none-detected,none-detected,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
scripts/patch-ats-engine.mjs,project-file,16339,353,false,true,false,false,// patch-ats-engine.mjs,none-detected,fs,module utilities,none-detected,no,n/a,none-detected,n/a,n/a,n/a
scripts/seed-plan-pricing.js,project-file,965,29,false,true,true,false,require('dotenv').config();,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
scripts/start-backend.js,project-file,4653,147,false,true,false,false,#!/usr/bin/env node,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
scripts/update-legacy-scores.js,project-file,930,36,false,true,true,false,const { PrismaClient } = require('@prisma/client');,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
scripts/upload-email-logo.ts,project-file,1711,62,false,true,false,false,/**,none-detected,@aws-sdk/client-s3; fs; path; url; dotenv,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
server.js,project-file,31811,818,true,true,true,false,const { createServer } = require('http');,none-detected,none-detected,module utilities,none-detected,yes,n/a,none-detected,n/a,n/a,n/a
src/app/about/layout.tsx,next-page-or-layout,1521,50,false,true,false,false,"import { Metadata } from ""next"";",metadata; AboutLayout,next,React component rendering,none-detected,no,n/a,none-detected,n/a,server component/page,typed
src/app/about/page.tsx,next-page-or-layout,30751,880,false,true,false,false,"""use client"";",AboutPage,framer-motion; react; next/link,React component rendering,none-detected,yes,n/a,none-detected,n/a,client component/page,typed
src/app/analytics/page.tsx,next-page-or-layout,63100,1071,true,true,false,false,"""use client"";",AnalyticsDashboardPage,next-auth/react; next/navigation; react; @/components/MobileAnalyticsPage; @/contexts/ThemeContext; next/link; @/components/ui/card; @/components/ui/badge,React component rendering,AnalyticsResponse,yes,n/a,@/components/MobileAnalyticsPage; @/contexts/ThemeContext; @/components/ui/card; @/components/ui/badge; @/components/ui/button; @/components/HeaderOffset,n/a,client component/page,typed
src/app/analytics/report/layout.tsx,next-page-or-layout,1439,41,false,true,false,false,"import type { Metadata } from ""next"";",metadata; AnalyticsReportLayout,next,React component rendering,none-detected,no,n/a,none-detected,n/a,server component/page,typed
src/app/analytics/report/page.tsx,next-page-or-layout,65975,1370,true,true,false,false,"""use client"";",AnalyticsReportPage,react; next/navigation; next-auth/react; next/image; @/components/ui/card; @/components/ui/badge,React component rendering,AnalyticsResponse,yes,n/a,@/components/ui/card; @/components/ui/badge,n/a,client component/page,typed
src/app/api/admin/analytics/route.ts,api-route,1017,31,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/admin/coupons/[id]/route.ts,api-route,858,25,true,true,true,true,"import { NextRequest, NextResponse } from ""next/server"";",DELETE,next/server; next-auth; @/lib/auth; @/lib/prisma,module utilities,none-detected,no,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/admin/coupons/route.ts,api-route,5129,152,true,true,true,true,"import { NextRequest, NextResponse } from ""next/server"";",GET; POST; PUT,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/admin/global-settings/route.ts,api-route,4087,125,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET; PUT; POST,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/admin/latest-topics/bulk/route.ts,api-route,5294,130,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",POST,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/admin/latest-topics/route.ts,api-route,6015,175,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET; POST; PUT; DELETE,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/admin/login-logs/route.ts,api-route,3283,112,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/admin/marketing/admins/route.ts,api-route,3246,126,true,true,true,false,/**,GET; POST,next/server; next-auth; @/lib/auth; @/lib/prisma; bcryptjs,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/admin/marketing/ai-generate/route.ts,api-route,3558,139,true,true,false,false,/**,POST,next/server; @/lib/marketing-auth,API handler,none-detected,no,n/a,@/lib/marketing/ai-email-generator; @/lib/marketing-auth,n/a,server component/page,n/a
src/app/api/admin/marketing/campaigns/[id]/route.ts,api-route,8795,311,true,true,true,false,/**,GET; PUT; DELETE; POST,next/server; @/lib/prisma; @/lib/marketing/segment-engine; @/lib/marketing/email-service; @/lib/marketing-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/marketing/segment-engine; @/lib/marketing/email-service; @/lib/marketing-auth,n/a,server component/page,n/a
src/app/api/admin/marketing/campaigns/route.ts,api-route,7130,245,true,true,true,false,/**,GET; POST,next/server; @/lib/prisma; @/lib/marketing/segment-engine; @/lib/marketing/email-service; @/lib/marketing-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/marketing/segment-engine; @/lib/marketing/email-service; @/lib/marketing-auth,n/a,server component/page,n/a
src/app/api/admin/marketing/logs/route.ts,api-route,2939,113,true,true,true,false,/**,GET,next/server; @/lib/prisma; @/lib/marketing-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/marketing-auth,n/a,server component/page,n/a
